id	indonesian	chinese	category	scene	example	example_chinese
W0006	pemeliharaan pekerjaan konstruksi	维护施工	施工	施工		
W0017	biaya pekerjaan konstruksi	施工费用	施工	施工		
W0028	pemasangan proyek	安装项目	项目管理	项目管理		
W0039	catatan proyek	项目记录	项目管理	项目管理		
W0050	pemeriksaan lapangan	检查现场	现场管理	现场管理		
W0061	data lapangan	现场数据	现场管理	现场管理		
W0072	lapangan sementara	临时现场	现场管理	现场管理		
W0083	ukuran lokasi konstruksi	工地尺寸	现场管理	现场管理		
W0094	risiko lokasi konstruksi	工地风险	现场管理	现场管理		
W0105	lokasi proyek teknik	工程位置	项目管理	项目管理		
W0116	persiapan proyek teknik	工程准备	项目管理	项目管理		
W0127	pekerjaan fondasi	基础作业	结构	结构		
W0138	kualitas fondasi	基础质量	结构	结构		
W0149	perbaikan tanah dasar	修复地基	土建	土建		
W0160	jadwal tanah dasar	地基计划	土建	土建		
W0171	pengukuran pekerjaan tanah	测量土方	土建	土建		
W0182	hasil pekerjaan tanah	土方结果	土建	土建		
W0193	galian fondasi	基坑	土建	土建		
W0204	gambar galian fondasi	基坑图纸	土建	土建		
W0215	galian fondasi utama	主要基坑	土建	土建		
W0226	posisi lereng	边坡位置	土建	土建		
W0237	pemeriksaan akhir lereng	边坡最终检查	土建	土建		
W0248	kondisi dinding penahan tanah	挡土墙状态	土建	土建		
W0259	spesifikasi dinding penahan tanah	挡土墙规格	土建	土建		
W0270	pemeliharaan pagar	维护围墙	土建	土建		
W0281	biaya pagar	围墙费用	土建	土建		
W0292	pemasangan saluran drainase	安装排水沟	水利	水利		
W0303	catatan saluran drainase	排水沟记录	水利	水利		
W0314	pemeriksaan sumur pengumpul	检查集水井	水利	水利		
W0325	data sumur pengumpul	集水井数据	水利	水利		
W0336	sumur pengumpul sementara	临时集水井	水利	水利		
W0347	ukuran kolam sedimentasi	沉淀池尺寸	水利	水利		
W0358	risiko kolam sedimentasi	沉淀池风险	水利	水利		
W0369	lokasi beton	混凝土位置	材料	材料		
W0380	persiapan beton	混凝土准备	材料	材料		
W0391	pekerjaan semen	水泥作业	材料	材料		
W0402	kualitas semen	水泥质量	材料	材料		
W0413	perbaikan pasir	修复砂	材料	材料		
W0424	jadwal pasir	砂计划	材料	材料		
W0435	pengukuran batu pecah	测量碎石	材料	材料		
W0446	hasil batu pecah	碎石结果	材料	材料		
W0457	agregat	骨料	材料	材料		
W0468	gambar agregat	骨料图纸	材料	材料		
W0479	agregat utama	主要骨料	材料	材料		
W0490	posisi tulangan	钢筋位置	钢筋	钢筋		
W0501	pemeriksaan akhir tulangan	钢筋最终检查	钢筋	钢筋		
W0512	kondisi keranjang tulangan	钢筋笼状态	钢筋	钢筋		
W0523	spesifikasi keranjang tulangan	钢筋笼规格	钢筋	钢筋		
W0534	pemeliharaan sengkang	维护箍筋	钢筋	钢筋		
W0545	biaya sengkang	箍筋费用	钢筋	钢筋		
W0556	pemasangan tulangan pengikat	安装拉筋	钢筋	钢筋		
W0567	catatan tulangan pengikat	拉筋记录	钢筋	钢筋		
W0578	pemeriksaan tulangan angkur	检查锚筋	钢筋	钢筋		
W0589	data tulangan angkur	锚筋数据	钢筋	钢筋		
W0600	tulangan angkur sementara	临时锚筋	钢筋	钢筋		
W0611	ukuran baja profil	型钢尺寸	钢结构	钢结构		
W0622	risiko baja profil	型钢风险	钢结构	钢结构		
W0633	lokasi pelat baja	钢板位置	钢结构	钢结构		
W0644	persiapan pelat baja	钢板准备	钢结构	钢结构		
W0655	pekerjaan baut	螺栓作业	钢结构	钢结构		
W0666	kualitas baut	螺栓质量	钢结构	钢结构		
W0677	perbaikan jahitan las	修复焊缝	钢结构	钢结构		
W0688	jadwal jahitan las	焊缝计划	钢结构	钢结构		
W0699	pengukuran pengelasan	测量焊接	钢结构	钢结构		
W0710	hasil pengelasan	焊接结果	钢结构	钢结构		
W0721	bekisting	模板	模板	模板		
W0732	gambar bekisting	模板图纸	模板	模板		
W0743	bekisting utama	主要模板	模板	模板		
W0754	posisi bekisting kayu	木模板位置	模板	模板		
W0765	pemeriksaan akhir bekisting kayu	木模板最终检查	模板	模板		
W0776	kondisi bekisting baja	钢模板状态	模板	模板		
W0787	spesifikasi bekisting baja	钢模板规格	模板	模板		
W0798	pekerjaan pemasangan bekisting	支模作业	模板	模板		
W0809	kualitas pemasangan bekisting	支模质量	模板	模板		
W0820	perbaikan pembongkaran bekisting	修复拆模	模板	模板		
W0831	jadwal pembongkaran bekisting	拆模计划	模板	模板		
W0842	pengukuran perancah	测量脚手架	脚手架	脚手架		
W0853	hasil perancah	脚手架结果	脚手架	脚手架		
W0864	tiang vertikal	立杆	脚手架	脚手架		
W0875	gambar tiang vertikal	立杆图纸	脚手架	脚手架		
W0886	tiang vertikal utama	主要立杆	脚手架	脚手架		
W0897	posisi batang horizontal	横杆位置	脚手架	脚手架		
W0908	pemeriksaan akhir batang horizontal	横杆最终检查	脚手架	脚手架		
W0919	kondisi pengaku diagonal	剪刀撑状态	脚手架	脚手架		
W0930	spesifikasi pengaku diagonal	剪刀撑规格	脚手架	脚手架		
W0941	pemeliharaan papan perancah	维护脚手板	脚手架	脚手架		
W0952	biaya papan perancah	脚手板费用	脚手架	脚手架		
W0963	pemasangan pasangan dinding	安装砌体	砌筑	砌筑		
W0974	catatan pasangan dinding	砌体记录	砌筑	砌筑		
W0985	pemeriksaan bata	检查砖	砌筑	砌筑		
W0996	data bata	砖数据	砌筑	砌筑		
W1007	bata sementara	临时砖	砌筑	砌筑		
W1018	ukuran blok beton	砌块尺寸	砌筑	砌筑		
