id	indonesian	chinese	category	scene	example	example_chinese
W0004	pemasangan pekerjaan konstruksi	安装施工	施工	施工		
W0015	catatan pekerjaan konstruksi	施工记录	施工	施工		
W0026	pemeriksaan proyek	检查项目	项目管理	项目管理		
W0037	data proyek	项目数据	项目管理	项目管理		
W0048	proyek sementara	临时项目	项目管理	项目管理		
W0059	ukuran lapangan	现场尺寸	现场管理	现场管理		
W0070	risiko lapangan	现场风险	现场管理	现场管理		
W0081	lokasi area konstruksi	工地位置	现场管理	现场管理		
W0092	persiapan lokasi konstruksi	工地准备	现场管理	现场管理		
W0103	pekerjaan proyek teknik	工程作业	项目管理	项目管理		
W0114	kualitas proyek teknik	工程质量	项目管理	项目管理		
W0125	perbaikan fondasi	修复基础	结构	结构		
W0136	rencana fondasi	基础计划	结构	结构		
W0147	pengukuran tanah dasar	测量地基	土建	土建		
W0169	pekerjaan tanah	土方	土建	土建		
W0180	gambar pekerjaan tanah	土方图纸	土建	土建		
W0191	pekerjaan tanah utama	主要土方	土建	土建		
W0213	pemeriksaan akhir galian fondasi	基坑最终检查	土建	土建		
W0224	kondisi lereng	边坡状态	土建	土建		
W0235	spesifikasi lereng	边坡规格	土建	土建		
W0246	pemeliharaan dinding penahan tanah	维护挡土墙	土建	土建		
W0257	biaya dinding penahan tanah	挡土墙费用	土建	土建		
W0268	pemasangan pagar	安装围墙	土建	土建		
W0279	catatan pagar	围墙记录	土建	土建		
W0290	pemeriksaan saluran drainase	检查排水沟	水利	水利		
W0301	data saluran drainase	排水沟数据	水利	水利		
W0312	saluran drainase sementara	临时排水沟	水利	水利		
W0323	ukuran sumur pengumpul	集水井尺寸	水利	水利		
W0334	risiko sumur pengumpul	集水井风险	水利	水利		
W0345	lokasi kolam sedimentasi	沉淀池位置	水利	水利		
W0356	persiapan kolam sedimentasi	沉淀池准备	水利	水利		
W0367	pekerjaan beton	混凝土作业	材料	材料		
W0378	kualitas beton	混凝土质量	材料	材料		
W0389	perbaikan semen	修复水泥	材料	材料		
W0400	rencana semen	水泥计划	材料	材料		
W0411	pengukuran pasir	测量砂	材料	材料		
W0433	batu pecah	碎石	材料	材料		
W0444	gambar batu pecah	碎石图纸	材料	材料		
W0455	batu pecah utama	主要碎石	材料	材料		
W0477	pemeriksaan akhir agregat	骨料最终检查	材料	材料		
W0488	kondisi tulangan	钢筋状态	钢筋	钢筋		
W0499	spesifikasi tulangan	钢筋规格	钢筋	钢筋		
W0510	pemeliharaan keranjang tulangan	维护钢筋笼	钢筋	钢筋		
W0521	biaya keranjang tulangan	钢筋笼费用	钢筋	钢筋		
W0532	pemasangan sengkang	安装箍筋	钢筋	钢筋		
W0543	catatan sengkang	箍筋记录	钢筋	钢筋		
W0554	pemeriksaan tulangan pengikat	检查拉筋	钢筋	钢筋		
W0565	data tulangan pengikat	拉筋数据	钢筋	钢筋		
W0576	tulangan pengikat sementara	临时拉筋	钢筋	钢筋		
W0587	ukuran tulangan angkur	锚筋尺寸	钢筋	钢筋		
W0598	risiko tulangan angkur	锚筋风险	钢筋	钢筋		
W0609	lokasi baja profil	型钢位置	钢结构	钢结构		
W0620	persiapan baja profil	型钢准备	钢结构	钢结构		
W0631	pekerjaan pelat baja	钢板作业	钢结构	钢结构		
W0642	kualitas pelat baja	钢板质量	钢结构	钢结构		
W0653	perbaikan baut	修复螺栓	钢结构	钢结构		
W0664	rencana baut	螺栓计划	钢结构	钢结构		
W0675	pengukuran jahitan las	测量焊缝	钢结构	钢结构		
W0697	pengelasan	焊接	钢结构	钢结构		
W0708	gambar pengelasan	焊接图纸	钢结构	钢结构		
W0719	pengelasan utama	主要焊接	钢结构	钢结构		
W0741	pemeriksaan akhir bekisting	模板最终检查	模板	模板		
W0752	kondisi bekisting kayu	木模板状态	模板	模板		
W0763	spesifikasi bekisting kayu	木模板规格	模板	模板		
W0774	pemeliharaan bekisting baja	维护钢模板	模板	模板		
W0785	biaya bekisting baja	钢模板费用	模板	模板		
W0796	perbaikan pemasangan bekisting	修复支模	模板	模板		
W0807	rencana pemasangan bekisting	支模计划	模板	模板		
W0818	pengukuran pembongkaran bekisting	测量拆模	模板	模板		
W0840	perancah	脚手架	脚手架	脚手架		
W0851	gambar perancah	脚手架图纸	脚手架	脚手架		
W0862	perancah utama	主要脚手架	脚手架	脚手架		
W0884	pemeriksaan akhir tiang vertikal	立杆最终检查	脚手架	脚手架		
W0895	kondisi batang horizontal	横杆状态	脚手架	脚手架		
W0906	spesifikasi batang horizontal	横杆规格	脚手架	脚手架		
W0917	pemeliharaan pengaku diagonal	维护剪刀撑	脚手架	脚手架		
W0928	biaya pengaku diagonal	剪刀撑费用	脚手架	脚手架		
W0939	pemasangan papan perancah	安装脚手板	脚手架	脚手架		
