id	indonesian	chinese	category	scene	example	example_chinese
W0008	kondisi pekerjaan konstruksi	施工状态	施工	施工		
W0019	spesifikasi pekerjaan konstruksi	施工规格	施工	施工		
W0030	pemeliharaan proyek	维护项目	项目管理	项目管理		
W0041	biaya proyek	项目费用	项目管理	项目管理		
W0052	pemasangan lapangan	安装现场	现场管理	现场管理		
W0063	catatan lapangan	现场记录	现场管理	现场管理		
W0074	pemeriksaan lokasi konstruksi	检查工地	现场管理	现场管理		
W0085	data lokasi konstruksi	工地数据	现场管理	现场管理		
W0096	lokasi konstruksi sementara	临时工地	现场管理	现场管理		
W0107	ukuran proyek teknik	工程尺寸	项目管理	项目管理		
W0118	risiko proyek teknik	工程风险	项目管理	项目管理		
W0129	lokasi fondasi	基础位置	结构	结构		
W0140	persiapan fondasi	基础准备	结构	结构		
W0151	pekerjaan tanah dasar	地基作业	土建	土建		
W0162	kualitas tanah dasar	地基质量	土建	土建		
W0173	perbaikan pekerjaan tanah	修复土方	土建	土建		
W0184	jadwal pekerjaan tanah	土方计划	土建	土建		
W0195	pengukuran galian fondasi	测量基坑	土建	土建		
W0206	hasil galian fondasi	基坑结果	土建	土建		
W0217	lereng	边坡	土建	土建		
W0228	gambar lereng	边坡图纸	土建	土建		
W0239	lereng utama	主要边坡	土建	土建		
W0250	posisi dinding penahan tanah	挡土墙位置	土建	土建		
W0261	pemeriksaan akhir dinding penahan tanah	挡土墙最终检查	土建	土建		
W0272	kondisi pagar	围墙状态	土建	土建		
W0283	spesifikasi pagar	围墙规格	土建	土建		
W0294	pemeliharaan saluran drainase	维护排水沟	水利	水利		
W0305	biaya saluran drainase	排水沟费用	水利	水利		
W0316	pemasangan sumur pengumpul	安装集水井	水利	水利		
W0327	catatan sumur pengumpul	集水井记录	水利	水利		
W0338	pemeriksaan kolam sedimentasi	检查沉淀池	水利	水利		
W0349	data kolam sedimentasi	沉淀池数据	水利	水利		
W0360	kolam sedimentasi sementara	临时沉淀池	水利	水利		
W0371	ukuran beton	混凝土尺寸	材料	材料		
W0382	risiko beton	混凝土风险	材料	材料		
W0393	lokasi semen	水泥位置	材料	材料		
W0404	persiapan semen	水泥准备	材料	材料		
W0415	pekerjaan pasir	砂作业	材料	材料		
W0426	kualitas pasir	砂质量	材料	材料		
W0437	perbaikan batu pecah	修复碎石	材料	材料		
W0448	jadwal batu pecah	碎石计划	材料	材料		
W0459	pengukuran agregat	测量骨料	材料	材料		
W0470	hasil agregat	骨料结果	材料	材料		
W0481	tulangan	钢筋	钢筋	钢筋		
W0492	gambar tulangan	钢筋图纸	钢筋	钢筋		
W0503	tulangan utama	主要钢筋	钢筋	钢筋		
W0514	posisi keranjang tulangan	钢筋笼位置	钢筋	钢筋		
W0525	pemeriksaan akhir keranjang tulangan	钢筋笼最终检查	钢筋	钢筋		
W0536	kondisi sengkang	箍筋状态	钢筋	钢筋		
