id	indonesian	chinese	category	scene	example	example_chinese
W0009	lokasi pekerjaan konstruksi	施工位置	施工	施工		
W0020	persiapan pekerjaan konstruksi	施工准备	施工	施工		
W0031	pekerjaan proyek	项目作业	项目管理	项目管理		
W0042	kualitas proyek	项目质量	项目管理	项目管理		
W0053	perbaikan lapangan	修复现场	现场管理	现场管理		
W0064	rencana lapangan	现场计划	现场管理	现场管理		
W0075	pengukuran lokasi konstruksi	测量工地	现场管理	现场管理		
W0097	proyek teknik	工程	项目管理	项目管理		
W0108	gambar proyek teknik	工程图纸	项目管理	项目管理		
W0119	proyek teknik utama	主要工程	项目管理	项目管理		
W0141	pemeriksaan akhir fondasi	基础最终检查	结构	结构		
W0152	kondisi tanah dasar	地基状态	土建	土建		
W0163	spesifikasi tanah dasar	地基规格	土建	土建		
W0174	pemeliharaan pekerjaan tanah	维护土方	土建	土建		
W0185	biaya pekerjaan tanah	土方费用	土建	土建		
W0196	pemasangan galian fondasi	安装基坑	土建	土建		
W0207	catatan galian fondasi	基坑记录	土建	土建		
W0218	pemeriksaan lereng	检查边坡	土建	土建		
W0229	data lereng	边坡数据	土建	土建		
W0240	lereng sementara	临时边坡	土建	土建		
W0251	ukuran dinding penahan tanah	挡土墙尺寸	土建	土建		
W0262	risiko dinding penahan tanah	挡土墙风险	土建	土建		
W0273	lokasi pagar	围墙位置	土建	土建		
W0284	persiapan pagar	围墙准备	土建	土建		
W0295	pekerjaan saluran drainase	排水沟作业	水利	水利		
W0306	kualitas saluran drainase	排水沟质量	水利	水利		
W0317	perbaikan sumur pengumpul	修复集水井	水利	水利		
W0328	rencana sumur pengumpul	集水井计划	水利	水利		
W0339	pengukuran kolam sedimentasi	测量沉淀池	水利	水利		
W0361	beton	混凝土	材料	材料		
W0372	gambar beton	混凝土图纸	材料	材料		
W0383	beton utama	主要混凝土	材料	材料		
W0405	pemeriksaan akhir semen	水泥最终检查	材料	材料		
W0416	kondisi pasir	砂状态	材料	材料		
W0427	spesifikasi pasir	砂规格	材料	材料		
W0438	pemeliharaan batu pecah	维护碎石	材料	材料		
W0449	biaya batu pecah	碎石费用	材料	材料		
W0460	pemasangan agregat	安装骨料	材料	材料		
W0471	catatan agregat	骨料记录	材料	材料		
W0482	pemeriksaan tulangan	检查钢筋	钢筋	钢筋		
W0493	data tulangan	钢筋数据	钢筋	钢筋		
W0504	tulangan sementara	临时钢筋	钢筋	钢筋		
W0515	ukuran keranjang tulangan	钢筋笼尺寸	钢筋	钢筋		
W0526	risiko keranjang tulangan	钢筋笼风险	钢筋	钢筋		
W0537	lokasi sengkang	箍筋位置	钢筋	钢筋		
W0548	persiapan sengkang	箍筋准备	钢筋	钢筋		
W0559	pekerjaan tulangan pengikat	拉筋作业	钢筋	钢筋		
W0570	kualitas tulangan pengikat	拉筋质量	钢筋	钢筋		
W0581	perbaikan tulangan angkur	修复锚筋	钢筋	钢筋		
W0592	rencana tulangan angkur	锚筋计划	钢筋	钢筋		
W0603	pengukuran baja profil	测量型钢	钢结构	钢结构		
W0625	pelat baja	钢板	钢结构	钢结构		
W0636	gambar pelat baja	钢板图纸	钢结构	钢结构		
W0647	pelat baja utama	主要钢板	钢结构	钢结构		
W0669	pemeriksaan akhir baut	螺栓最终检查	钢结构	钢结构		
W0680	kondisi jahitan las	焊缝状态	钢结构	钢结构		
W0691	spesifikasi jahitan las	焊缝规格	钢结构	钢结构		
W0702	pemeliharaan pengelasan	维护焊接	钢结构	钢结构		
W0713	biaya pengelasan	焊接费用	钢结构	钢结构		
W0724	pemasangan bekisting	安装模板	模板	模板		
W0735	catatan bekisting	模板记录	模板	模板		
W0746	pemeriksaan bekisting kayu	检查木模板	模板	模板		
W0757	data bekisting kayu	木模板数据	模板	模板		
W0768	bekisting kayu sementara	临时木模板	模板	模板		
W0779	ukuran bekisting baja	钢模板尺寸	模板	模板		
W0790	risiko bekisting baja	钢模板风险	模板	模板		
W0812	pemeriksaan akhir pemasangan bekisting	支模最终检查	模板	模板		
W0823	kondisi pembongkaran bekisting	拆模状态	模板	模板		
W0834	spesifikasi pembongkaran bekisting	拆模规格	模板	模板		
