id	indonesian	chinese	category	scene	example	example_chinese
W0010	posisi 施工	施工位置	施工	施工		
W0021	pemeriksaan akhir 施工	施工最终检查	施工	施工		
W0032	kondisi 项目	项目状态	项目管理	项目管理		
W0043	spesifikasi 项目	项目规格	项目管理	项目管理		
W0054	pemeliharaan 现场	维护施工现场	现场管理	现场管理		
W0065	biaya 现场	施工现场费用	现场管理	现场管理		
W0076	pemasangan 工地	安装工地	现场管理	现场管理		
W0087	catatan 工地	工地记录	现场管理	现场管理		
W0098	pemeriksaan 工程	检查工程	项目管理	项目管理		
W0109	data 工程	工程数据	项目管理	项目管理		
W0120	工程 sementara	临时工程	项目管理	项目管理		
W0131	ukuran 基础	基础尺寸	结构	结构		
W0142	risiko 基础	基础风险	结构	结构		
W0153	lokasi 地基	地基位置	土建	土建		
W0164	persiapan 地基	地基准备	土建	土建		
W0175	pekerjaan 土方	土方作业	土建	土建		
W0186	kualitas 土方	土方质量	土建	土建		
W0197	perbaikan 基坑	修复基坑	土建	土建		
W0208	jadwal 基坑	基坑计划	土建	土建		
W0219	pengukuran 边坡	测量边坡	土建	土建		
W0230	hasil 边坡	边坡结果	土建	土建		
W0241	挡土墙	挡土墙	土建	土建		
W0252	gambar 挡土墙	挡土墙图纸	土建	土建		
W0263	挡土墙 utama	主要挡土墙	土建	土建		
W0274	posisi 围墙	围墙位置	土建	土建		
W0285	pemeriksaan akhir 围墙	围墙最终检查	土建	土建		
W0296	kondisi 排水沟	排水沟状态	水利	水利		
W0307	spesifikasi 排水沟	排水沟规格	水利	水利		
W0318	pemeliharaan 集水井	维护集水井	水利	水利		
W0329	biaya 集水井	集水井费用	水利	水利		
W0340	pemasangan 沉淀池	安装沉淀池	水利	水利		
W0351	catatan 沉淀池	沉淀池记录	水利	水利		
W0362	pemeriksaan 混凝土	检查混凝土	材料	材料		
W0373	data 混凝土	混凝土数据	材料	材料		
W0384	混凝土 sementara	临时混凝土	材料	材料		
W0395	ukuran 水泥	水泥尺寸	材料	材料		
W0406	risiko 水泥	水泥风险	材料	材料		
W0417	lokasi 砂	砂位置	材料	材料		
W0428	persiapan 砂	砂准备	材料	材料		
W0439	pekerjaan 碎石	碎石作业	材料	材料		
W0450	kualitas 碎石	碎石质量	材料	材料		
